id,comment,label
383,අම්මා වටේ ගිහින් ජාතක කරපු උන් කැත වැඩ කලාට සමස්ථයක් බෞද්ධයන් එහෙම නෑ   මේ තරුණිය කොතරම් ආදර්ශක්ද,1
384,අපේ මිනිස්සුන්ට අපේ මුතුන් මිත්තො කල විශ්මිත දේවල් වල අගයක් නෑ නොදැනෙන තරමටම මොල වලින් හිතන විදිහ ආකල්ප ගති සිරිත් වෙනස් කරලා,0
385,පිටරටකට ගියාම තේරෙණවා අපි මීට වසර දහසකට පෙර ඉඳල තියන්නෙ ලෝකයට කොච්චර ඉදිරියෙන්ද කියල    සුද්දො මේවා වැනසුවෙි නෑ    වනසන තැනට අපේ එවුන්ගෙ මොල හැදුවා   ඒක තමයි එදා අනගාරික ධර්මපාල තුමා කිව්වෙ,0
386,ලෝකයටම වෙද කම ඉගැන්වූ අපේ ගුණ ගරුක රාවණා ද් රෝහියෙක් කර වාල්මිකී ලියූ රාමායනය පාසලේ උගන්වනවා    ජාතිය අවදිකල නිදහස් තොටිල්ල     ලියූ එස් මහින්ද හිමි ජාතිවාදියෙක් වෙනවා     අපි නැවත හිතමු   මුල සිටම,0
387,වටිනාකම සහ උරුමයන් වෙනුවෙන් මාධ් ය මෙහෙවර තවත් පුළුල් කිරීමට හැකිවේවා,0
388,මතවාද වලින් සුබවාදී ගෞරවාන්විත මතවාද ඇතිකිරීමට මාධ් යට කළහැකි දේ බොහෝයි,0
389,බිලි දෙකු නිරුවතින් ඉපදීම අර දෙදාස් පන්සීයෙ මෙව්වා එකට අකැප නිසා මව විසින් දරු ප් රසූතියට පෙර ළමා ඇදුමක් ගිලිය යුතු බvවට නීති පැනවිය යුතුය,1
390,eheu තැනක අපේම එවුන් ගිහිල්ලා pukai  arakai සේරම එළියට දාල සියළු alukuththeru වැඩ සේරම කරලා,1
391,ලොකුවට ලෝකෙට පෙන්නන්ඩ upload එහෙමත් karanawa     ඔන්න සිංහලයා බෞද්ධයන්    thama rata  දහම සුරකින හැටි    විලිලැජ්ජැවේ ba,1
392,ගිය තැන ගම කන පරපුර ක් අද සමාජයේ ඉන්නේ    සුද්දි දකින දේ    අපේ උන්ට දකින්නට මොලයක් තියෙන්න එපායැ,0
393,මේ වීඩියෝ එක ගත්තට ගැටළුවක් නැහැ  ඔය සිද්ධිය වුනේ මේ ඩොක්ටර් ගේ දෙමව්පියන්ට  මෙයා ලංකාවට ඇවිත් සති හයක් විතර ඉඳල ගිහින් ලංකාව ගැන කියල එයාගේ දෙමව්පියන් එවල තියෙනව  ඔවුන්ට වුන සිද්ධියක් මේක  ඒ නිසා මේකේ තියෙන සබ්ටයිටල්ස් හරියට දාන්න,0
394,මම මැයගේ අදහසට ගරුකරනව,0
395,නමුත් අපි කාගෙන්වත් සිරිත්විරිත් ඉගනගතයුතු නැහෑ මන්ද අපි ප් රෞඩ ජාතියක්,0
396,අපේ මිනිස්සුන්ගෙ හිත්වල ගුනදහම් ඒ විදියටම තියනව හැවැයි යටපත්වෙල,0
397,ඉපදුන රටට ආදරය කරල රට රැකගෙන ඉන්න දන්නෙ නැති හෙනහුරන්ට හොද පාඩමක්,1
398,බලාපල්ලා ඒ මිනිස්සුන් අපේ දේට දක්වන ගෞරවේ ඒකට අපේ කලු සුද්දෝ තූ විතරක්,1
399,නුවර කොල්ලෝ ඉන්නවනම් මටත් සපෝට් එකක් ඕනි   ලොකු සප් එකක්  හොරෙක් අල්ලන්න       කටුගස්තොට පැත්තේ අය,0
400,අල්ල්හු අක්බර් මේ අපේ පරම රමණීය දෙවියන් වැඩි තැනක් මෝඩ සිංහලයෝ,1
401,මගෙනම් අදහස ල0කාව වගේ රටක ඔහොම දෙයක්වත් වුන එක ගෑන එයාල විශ්මයට පත්වෙලා කියලයි මොකද ගොඩක් වෙලාවට වෙන්නෙ ඕකෙ අනිත් පෑත්ත,0
402,සියලු වගකිවයුත්තනි  මේ මහා පරිසර විනාශයන් කරන පුද්ගලයින්ද  ආයතනද  ජාවාරම්කාරයොන්ද  ඒ සෑම කෙනෙකුටම එරහිව නිතිය ක් රියාත්මක කරන්න,0
403,කාලෙකින් දැකපු ලස්සන vedio එකක්,0
404,හරිම ලස්සනයි,0
405,මොන හේතුවක් නිසා වෙන්න ඇතිද ඒ මනුස්සයට මෙහෙම වෙන්න ඇත්තේ කියලා  මනුස්සයෙක් වැටිලා ඉන්නකොට පාගන්න නෙමෙයි අමාරුවෙන් හරි නැගිට්ටවන්න උත්සාහ කරන්න,0
406,හොඳ පවුලක්   හොඳ යාළුවෝ   අම්මා තාත්තාටම විතරයි වැටුන කෙනෙක්ව නැගිට්ටවන්න පුළුවන්,0
407,උඹට හිනා වුන හිනා වෙන හැම එකෙක්ටම පේන්න ආයිත් දවසක නැගිටපන් අයියේ,0
408,මොනවහරි හොද දෙයක් උනහමත් නුවරයි  දකුනේ වුනුයි තරම් උඩ පනින උං මේ රටේ මොන කොනේවත් නෑ,1
409,ඇත්තට ඔබවැනි අය  අපිට අඩමිබරයි,0
410,පුතා ඔයාගේ කට හඬ ඇසීමත් සතුටක්   ඔයාට සුබ අනාගතයක්,0
411,අති විශිෂ්ටයි මල්ලියා ඔයා අපේ රටට සම්පතක් තෙරුවන් සරණයි,0
412,අපි මෙහෙ අගයනවා  ස්තූතිය කෙසෙවෙතත් ඒ කොල්ලාට නඩු දාලා  පර හැත්ත,1
413,ලංකාවේ කොල්ලෙක් ආඩම්බරයි,0
414,රටකට වැඩ ඇති දරැවෙක් මල්ලි ඔබ   තෙරැවන් සරනයි,0
415,ඔයාට ජය වේවා      මෙන්න වැඩ කරුවෝ,0
416,ඔයාල වගේ දරුවො තමයි මේ රටට අවශ් ය  ආඩම්බරයි පුතේ  උපන් රටට සේවය කරන්න,0
417,ලංකාවෙ ඉන්න එපා බන් පලයන් පිටරට  උඹට එහෙදි නියම තැන ලැබේවි මෙහෙ උන්නොත් උඹ කාලකන්නි වෙනව බන්,0
418,හිතා ගන්නත් බැ පුතා ඔයාගේ job එක මොකක්ද  නිකම් ඇහුවේ,0
419,ඇයි මුංට ශ් රී ලාංකිකයෝ කියන හැගීම නැත්තේ    එක්කෝ ආගම්  ජාතීන්  පක්ශ වලට බෙදෙනවා නැත්තම් නුවර සහ දකුනේ උං උංගේ පැති වලට බෙදෙනවා,0
420,රටෙි නායකයට කොන්දක් තිබුනන් අපට මෙහෙම වෙන්නැ,1
421,අපේ තිබුනානම් මිනිස්සු ඕක අරන් ගිහින් විකුනයි ෂේප් එකේ  අපේ මිනිස්සු න්ට ඕනී අඩු මහන්සියකි න් වැඩි ආදායමක් හොයන තියරිය ඒකෙන් එයා ලා බලාපොරොත්තු වෙන්නෙ අනිත් එකා පරයා නැගී හිටින්න,0
422,අන්න ඒක නිසා තමයි ලන්කාව තුන්වෙනි ලෝකෙ රටක් වෙලා නොර්වේ පලවෙනි ලෝකේ රටක් වෙලා තියෙන්නෙ,0
423,ලන්කාවෙ එකෙකුත් තනි අතින් ගහල මුලු ටෙස් මැච් එකක්ම දිනෙවුවා,0
424,පොත්ත අතගාල අරටුව ගැන කියපු එවුන්ට රිදෙයි දැන්,0
425,අපේ වීඩීයෝස් උස්සනවන්ම් පොඩ්ඩක් අපෙන් අහන එක යුතුකමක් තමන්ගේ වගේ මේක දාලා වීව්ස් වැඩි කරගන්න එක වීරකමක් කියලා හිතන්න එපා බ් රෝ,0
426,ගොන් social experiment   3rd class වැඩ බං ඕවා   car එකකට අත දාලා ඕවා කරපන්,1
427,අමුතුවෙන් social experiment කරන්න ඕන නෑ බූරැවෝ    ලංකාවේ මිනිස්සු කොහොමත් එකිනෙකාට උදව් කර ගන්නව    අපි අනිත් ජාතියෙන් වෙනස් වෙන්නේ එහෙමයි    ගොන් හරකෙක් මූ,1
428,ඔය video clip එක පාර්ලිමේන්තුවෙ මන්ත් රී ලා 225 ට සහ රටේ ජනාධිපතියට පෙන්නන්න ඕන   ඕක බලල වත් හැදෙන්න,0
429,ලංකාවෙ මිනිස්සුන්ගෙ තියෙන්නෙ එකම එක අවුලයි   ඒ උන්ට තේරෙන්නෙ නෑ හොද පාලකයො තෝරගන්න,0
430,ඔච්චර උදව් කරන්න ආපු උන්  ත් රී වීල් කාරයෝ  මින් පස්සෙ වත් කතා කරන්න පොඩ්ඩක් ඉගෙන ගනින්,1
431,දොස්තරද ත් රී වීල් එලෙව්වද කියල නෑ හැම රැකියාවක් ම වැදගත්   අනික ගුටි කන මූනක් තියෙන්නෙ උබට ලගදීම අමබානක කාල ඉස්පිරිතාලෙ ඉන්න තමයි ඔය දගලන්නෙ,1
432,ත් රීවිල්කාරයා  ගරාජ්කාරයා  කොන්දා  ඩ් රැයිවරයා  අපි මහ උජාරුවට උන්ට එහෙම කියන්නේ අපි හෙන වැඩ්ඩෝ කියලා හිතාගෙන  උඹලට කොහේ හරි ඇනුනම  එරුනම උන් තමයි වැඩ දාන්නේ,1
433,ඒම වැඩ දාන උන්ගේ ළඟ තියෙන සමහරක් ගතිගුණ උගත් බුද්ධිමත් මහත්වරු ළඟවත් නෑ  ඒකයි අපි ඒ තරම් පහළට උන්ව දාන්න හොඳ නැත්තේ   හැම එකාටම ගරු කරන්න පුරුදු වෙමු,0
434,මේ කරන්න දෙයින් ත් රීරෝද රියදුරන් ගෙ මනුෂ් යත්වය පෙන්නන්න හැදුවට මේ කාලකන්නි බූරුවගෙ මනුස්සකම නෑ ඒ මිනිසුන්ව හදුන්වල දෙන්න,1
435,තිරිවිල් කාරයා කියන එක බොක්කට හොදයි හැබයි පුතෙ වචන පාවිච්චිය මදි හොද වැඩක් ජය වෙවා දෙවි වරු වගෙ මනුස්සයො නම් කතා කිරිල්ලත් හොදටම මදි සහො,0
436,මෙකා ගොන් නාම්බේක් බොරැල්ලේ කනත්තට ගිහින් හොල්මං කියලා දෙයක් නෑ කියලා පෙන්නන්න ගැහි ගැහි කියවනවා   ලගදීම මෙකා කගෙන් හරි හොදට කනවා  එදාට උගේ වීඩියෝ නතර වෙයි,1
437,උන් දෙන්න සමහට විට මේකට කොමෙන්ට් කරයි  බලමුකො,0
438,අපේ මිනිස්සු අනුකම්පාව   මනුස්සකමින් පිරුනු අය බව තේරෙන්නෙ ඒ වගේ අවස්තාවක,0
439,වැඩක් නැත්නම් ගොන් ආතල් නොදී හේනක් කුඹුරක් කොටපන් මී හරකො,1
440,පිස්සු වැඩ කරන්න යන්න එපා මනුස්සයෝ  මෝඩයා,1
441,නුවර ලොකුද     නෑ මචන් ලොකු නෑ හෑබෑයි හොදයි,1
442,ඔබට   තර්ජන කරාවි    පවුලේ අය බය කරාවි   දේශපාලුවෝ      එත්  අපි ලස්සන රටක් දකින්නට ආසයි    දේශපාලුවෝ පන්නා    රට හමුදාවට දේමු,1
443,නියමයි කොල්ලො කාලකන්නි දේශපාලුවන්ගේ පරන්පරාවල් හැදිගෑවිලා පලයව්,1
444,දෙමු හැදිගැවිලා යන්න සියලුම දෙශපලුවන්ට,1
445,මහජනයාගේ මුදල් වලින් වැජඹෙන කාලකණ්ණින්ව එළවා දමන්න කාලය ඇවිත්,1
446,තොපිට ඔහොම වෙිලා මදි,1
447,දැන් බලාගන්න   මාලිංගට වඩා තාත්තට ආදරේ කරන ගමන් වටපිටාව බලල මාලිංගට බනින අපේ කාලේ බුකී අයියලාගේ කමෙන්ට්ස්,0
448,හික්මීම ආගමකින් හෝ තමතුලින් විතරක් අනදෙයක් නොව  සමුහයක්  මුළු සමාජයක් විසින්ම පුරුදු පුහුණු කලදෙයක් බව පැහැදිලියි,0
449,ලංකාවේ ඔහොම බස් එකක් දැම්මොත්    ඒක තහනම් කරන්න කියලා පිකටින් යයි    එහෙව් එවුන් ඉන්නේ මේකේ,0
450,බැලුවහම මුන් මොඩයිනේ අම්මප පොඩ්ඩක් ඉස්සරහට කරල නැවැත්තුවනම්  හැමොටම පහසුනේ  මේක අගයකරන්න දාපුඑකා පිස්සේක් මිස සමනය මිනිහේක්නොවේ,1
451,මේක මහ පිස්සු විකාර වැඩක් නෙ තවටිකක් ඉස්සරහට අරන් නැවැත්තුවනම් ළමයින්ට විශේෂ අනතුරක් වෙනවද,0
452,උන්ට ගේමක් දෙන්න පුළුවන් අපේ private බස් driver කෙනෙකුයි three wheel හාදයෙකුයි යැව්වනම්,0
453,මොන තරම් ප් රොඩ ද  අවු 2500ක ඉතිහාසයකුත් තියනවනේ නේද    ඇයි  පෙරදිග ලෝකයේ මුතු ඇටය   මොන තරම් වාසනාවන්තද අපි,0
454,අපේ රටේ උනානම්  මාර්ගය අවහිර වනසේ වාහනය නතරකිරීම යන චෝදනාව යටතේ නඩුත් පවරලා,0
455,ටෙනිසන් කුරේලට බන්දු සමරසින්හලට අද තැනක් නෑ ඒකට අලුතෙන්ම බිහිවුන කෙනා දැන් ජන්දෙ දීපු හැටදෙලක්ෂයට සතුටු ඇතිනෙ,0
456,කතාව අහද්දි මට හිතුණේ හරියට පොඩි එකෙක් කාගෙන්හරි ගුටි කාලා ගෙදර ඇවිත් කේන්තියට ඔහේ කියවගෙන යනවා වගේ සීන් එකක්  විද් යාත්මක පදනමක් නෑ,0
457,අපේ ප් රයිවට් බස් එකක් ආවනම් කියලා දෙයි මොවුන්දලට ඉවසීමෙන් මාරයා ලගා වෙන විදිය,0
458,තුවක්කුවක් අරන් එකෙක් ඉස්කෝලෙට පැන්නහම තිහක් හතලිහක් එක පාරට ඉවරයි,1
459,අපේ ලංකාවෙ ඉන්නෙ කාලකන්නි රියදුරන්,1
460,ලංකාවේ ඉන්න මිහරක් තමයි,1
461,අපේ රටෙත් කාර් කාරයොයෙි ත් රිවිල් කාරයොයි බයික් කාරයොයි හරිම විනීතයි,0
462,ලංකාවත් මේවගෙ උනානම් කොච්චර අපූරුද,0
463,canadawe ayata හිතනවද ලංකාවේ system eka hodai kiyala,0
464,විනීත විනය දරුවෙක් පුංචි කාලෙ ඉදන්ම පුරුදු කරන්න ඕනේ,0
465,බලය ලැබිලත් මිනිස්සු කලකිරුනම මෙහෙම ඇත්ත කියනව ඇඩ්මින්ට මෙතනයි වැරදුනේ,0
466,හරියට ලංකාව වගේ නේද හහ් හහ් හා,0
467,api me loke kothanada inne kiyala hithenawa නේද,0
468,අපේ රටේ මෙහෙම දකින්න කල්පයක් බලාගෙන ඉන්න වෙනවා,0
469,පන්සල් ඔක්කොම කඩලා අයින් කරන එක තමා ප් රතමයෙන්ම කල යුත්තේ,1
470,ඊවා වනසුන්දර මහත්මිය විවෘත අධිකරණයේ සඳහන් කර සිටියේ ත් රිපුද්ගල ශ් රේෂ්ඨාධිකරණ විනිසුරු මඩුල්ලේ බහුතර විනිසුරුවරුන්ගේ එකඟතාවය මත මෙම අභියාචනය ප් රතික්ෂේප කළ බවයි,0
471,අධිකරණයට අපහාස කිරීම සම්බන්ධයෙන් ඥානසාර හිමියන්ට චෝදනා හතරක් එල්ල කර තිබෙන අතර ඒවා ඉදිරිපත් කර ඇති ආකාරය නීතියට පටහැණි බවයි,0
472,එහෙත් නීතිපතිවරයා වෙනුවෙන් පෙනී සිටි රජයේ නියෝජ් ය සොලිසිටර් ජෙනරාල් රොහාන්ත අබේසූරිය මහතා සඳහන් කර සිටියේ අධිකරණයට අපහාස කිරීම සම්බන්ධයෙන් චෝදනා විභාග කිරීමට අභියාචනාධිකරණයට බලයක් පවතින බවයි,0
473,ඔයවගේ හරක් ඉන්නකම් මේ රට හදන්න නොහැකිය,1
474,මෑන්ට අමතකයි රටේ ජනාදිපති එයැයි කියල,0
475,අපේ ලංකාවේ මෙහෙම වුණානම් ඉතින් ඔය තාත්තාට sorry තමා අපේ ඉන්න කෙල්ලෝ ඔය මනුස්සයා දිහා බලන්නේවත් නැහැ,0
476,නුබ ආදරනීය දුවෙක් මම අහල තියෙනව තාත්තාට වැඩියෙන්ම ආදරේ කරන්නෙ දූලා කියල ඒක අද මේ දසුනෙන්ම පෙනෙන්න ඇතැයි මා සිතනව,0
477,ලංකාවේ උන් සල්ලි දුන්නෝ කරයි  ළමයින් මරන්න වද පෙති දෙන දොස්තරලා ඉන්න රටක මිනිස්සු මරනේන් බෙර ගන්න උදව් කරයිද   ලංකාවේ උන්,1
478,ඇත්තටම මේ සිදුවීම සැමට අදර්ශයක් මැරෙන්න පන ඇද්දත් ඇහැක් ඇරලා බලන්නෙ නැති මේ ලොකේ ඒ සිදුවීම අගේකල යුතුමයි,0
479,අපේ ලංකාවෙි උනානමි මොනතරමි ලස්සනද අපේ රටෙි මිට වඩා ගුනයහපත් මිනිස්සු ඉන්න ඔිනි එ්ත් අපේ රටෙි නපුරැ අය වැඩියි,0
480,මනුස්සකම උගන්වන්නේ නෑ කැම්පස් වල විශයක් විදිහට  ඒක අපිම ප් රගුණ කර ගන්න ඕන,0
481,පුතේ උඹ කොහොමත් දොස්තර කෙනෙක් වෙනවා  නමුත් නිකම් දොස්තර කෙනෙක් නෙමෙයි  මිනිස්සු ගැන හිතන හොඳ මනුස්සයෙක් වෙයන්,0
482,තව ටික දවසකින් කියයි කවුද මේ රටේ ජනාධිපති   මමද ජනාධිපති මම නම් පත් කරේ නෑ කියයි,1
483,මොලේ අවුල්ද අනේ,1
484,ඒකට අපේ සමහරක් නෝනලා මෙඩිකල් නිසා යන්නෙ ගව් ගානණක් උඩින්,0
485,බලන්න වෛද් ර් ය සිසුවියක් ජීවිතය අහිමි වෙන්න ගිය අයෙකු බෙිරාගත් අපූරැව අපගේ ආචාරය,0
486,මෙ වගෙ කෙල්ලො ලන්කාවෙ හිටියනම් කොච්චර සුන්දර වෙයිද,0
487,ඒකට අපේ දොස්තරවරු දේශපාලන අතකොලු වෙලා හැමදාම ස්ට් රයික් තියලා ලෙඩ්ඩු කීයක් නම් මරනව ඇතිද,1
488,ලංකාවේ කෙල්ලොන්නම් කෘතිම ස්වසනය දෙන්නේ නෑ එක සුවර්,0
489,manussakamata සලකනව ihalinma mahaththayo,0
490,ගොඩක් hoda දෙයක් නේද,0
491,ape rate ayata mewa hoda ආදර්ශයක් වේවා,0
492,මේවගේ අය ඉතා අඩුයි බුදු සරනයි,0
493,දුවේ නුබ දේව දූතිකාවක්,0
494,අපගේ ආචාරය,0
495,ඒකට අපේ උන් බයි පාස් කරන්න ඔනේ කියලා ලක්ස 10 ක් හොයාගන්න කියයි,0
496,මොනතරමි වටිනා මනුස්සයෝද අපේ රටෙි උනානමි වාහනේ විදුරැවවත් පත් කරලා බලන්නේ නැ සත්ත එ්කයි,0
497,බුදු සරනයි කිසිම දුකක් කරදරයක් නැතිව නිරෝගි ජිවිතයක් ගෙවන්න ලැබේවා ඔබ දෙපලට,0
498,එ වගේම එම සතුන්ට තාවකාලිකව රැකවරණය දුන් ඇයට ගොඩක් පිං බුදු සරනයි,0
499,නොදොකින් විතරක් කාලකන්නියා සුන්දර ගීතයක් මු කාලා මු හිතන්නේ මු හරි වැඩ කාරය කියලා තු නොදකින්,1
500,2 40 බලන්න පිටිපස්සේ වාහනේ ඉන්න බල්ලා මේ බල්ලෝ දිහා බලන විදිහ    අනේ මටත් කවුරුවත් නැද්ද මේ වගේ බලාගන්න      කියල ඌට හිතෙන්න ඇති,0
501,දුශ්ට දුර්ජන මිනිසුන් අතරේ මෙවන් මිනිසුන් රටට සම්පතක්,0
502,ආදරේ කියන හැඟීම මිනිසුන්ට සතුන්ට කියා වෙනසක් නැත   ඒ හැඟීම උපදින්නේ හදවත තුළයි   ආඩම්බරයි අපට ඔබ ගැන,0
503,අපේ රටේ තාමත් හදවතින් උසස් අය ඉන්නවා  ඒ ගැන ඇත්තටම සතුටුයි  ජේසු පිහිටයි ඒ හැමෝටම,0
504,චම්පා ප් රනාන්දු මහත්මිය ඔබ ගැන කියන්න මට වචන නෑ හදවතින්ම ස්තුතියි,0
505,මේකා hutch එකට කරපු එක මතකද උබලට  සිම්පල් plan එකකක් මුට සල්ලි පෙරේතය   සල්ලි වලට මු ඕන දෙයක් කරනව,1
506,අපේ බුකිපාල මහතාගේ මග පෙන්වීම යටතේ වක් ර විදේශ යෝජනයක් හැටියට තමයි ඔය ඔය සුදූ වියාපාරය කරන්නේ,1
507,බලන්න ඕකෙන් රටට කොච්චර විදේශ මුදල් ගලා එනවද  උඩ ඉඳල ග් රවුන්ඩ් එකේ වතුර දාන එකාට යනකම් සල්ලි ලැබෙනවා නේ  එකෙන් ලංකාවේ විදේශ සන්තිචය ශක්තිමත් වෙලා ඩොලර් එක පලට වැටිලා රට දියුනු වෙනවා  තව මොනවද මෙතුමන්ලට අපේ රට වෙනුවෙන් කරන්න පුළුවන්,0
508,තිලංගයගෙ අම්මට හුකන්න ඌ හොදට තිබ්බ ක් රිකට් කැවා ලොකෙ හොදම ටිම් වලින් එකක් වෙච්චි එක දැන් අන්තිම ටිකෙ ඉන්නෙ  සුදු කාරයෙක් සභාපති උනාම සුදු ආදයම වැඩියි ඌට ඒක අත උඩින් ලාභයි,1
509,මෙයිත් රිපාල කියලා ජනාධිපති කෙනෙක් ඉන්නො ඌට කිසි උනන්දුවක් නැ විජයකලා හරි එකිගෙ මොකෙක් හරි සෙල්ලම් කරොත් ඌ බලයි  දවසින් දවස රටත් වගෙම ක් රිකට්නුත් වලපල්ලට යනවා,0
510,මනුස්සයෙක් දෙයක් පටන් ganna kota ape unge පුරුද්දක් tma hena tok deela ka ghana eka     එකට එකතු wenna blanne na ape රට diyunu kranna amaru ekai bn,0
511,ඔය නාකි පිම්පියො වැඩක් නැ දැන් රට හදන්න තරුනයො අවශ් ය යි   නාකි එව්න් ගෙදරයවලා නිදාගන්න එව්න් එලවලා රට ගොඩගමු,0
512,තම්බින්ගෙ පල්ලි කැඩෙන එක ගැන කතා වෙන්නද දන්නෑ,1
513,මොකද ඉතින්   ඒවට විතරයි මෙයාගෙන් video clip එළියට එන්නෙ පන්සල් බුදු පිළිම තම්බියො කඩන්නෙ නැහැලු,1
514,තම්බියො සි0හලයන්ට ගහද්දි නිකන් හිටියේ,1
515,ඇයි තරහා අරන්  අට පාස් නැති   පාසලක් දැකලවත් නැති එකෙක් වැන්දගෙන චන්දෙ ඉල්ලන් එනකොට තියෙන ඉවසීම කෝ      ගම හදන්න ඉල්ලපු ගමන් දෝතින් ගිහින් දීල එන්නෙ,0
516,මේ වගේ දෙකය් පනහෙ පොන්න මල් සින්දු අහන ගොඩේ හැත්ත ඉන්නකම් මේ රට දියුණු වෙය්ද චාමර,0
517,ඔය එන්නේ එජාපයේ ගුණ දෙසන්නට නම් ෂුවර් සංගක්කාර මහත්මයෝ  තමුන්ට ඔය තියෙන ජතතා කැමැත්තත් නැතිවෙනවා,0
518,ක් රිකට් වගෙ නෙවෙයි රට පාලනය කරනවා කියන්නෙ දැන් පෙනවනෙ පාලනය කරන්ඩ දන්නැති කට්ටිය පාලනය කරන හැටි සංගට තියන ගව් වරයත් නැති වෙන වැඩක් ඕක,0
519,රට හදන්න කලින් ක් රිකට් හදල ඉමු නේ,0
520,ඇයි දැන් මේ හැම එකාම හිතන්නේ මූ දේශපාලනේට එන්න මේ කතා කරන්නේ කියලා මිනිහෙක්ට එහෙම නිදහසේ අදහසක් බෙදා ගන්න පුලුවන් දේශපාලනයෙන් තොරවත් සංගා කොහොමත් බුද්ධිමත් දේශකයෙක්,0
521,ඔහුට සවන් දීමෙන් ඇත්තටම අපට ලබා ගත හැකි දෙයක් තියෙනවා රටට දෙයක් කරන්න දේශපාලනේම ඕනි නෑ රටට දෙයක් කරන්න දේශපාලනේම ඕනි කියලා හිතන වහල්ලු තමයි මේකට දේශපාලන ලේබලේ අලවන්නේ,0
522,ඉස්සෙල්ලාම සංගා කියන දේ අහලා ඉමු මුලින් නැට්ට නොපාගගෙන,0
523,මමනං හිතන් නෑ සංගා දේශපාලනට එයි කියල මූ එච්චර මෝඩ නෑ බං,0
524,මේ රට කවදාවත් හදන්න බෑ    පේනවනේ,0
525,අනිවා එන්න  දැන් ඉන්න බලු දේශපාලන ක් රමය වෙනස් කරන්න ඕනෙ,0
526,අපිත් බලන් ඉන්නවා    ඔබතුමා පටන් ගන්න,0
527,රන් අකුරින් ලියැවුණු ඔබේ නාමය කැත කරගන්න එපා සහෝදරයා,0
528,ඌ මෝඩ නෑ    ඌ දන්නවා ලංකාවෙ මිනිස්සු මෝඩයි කියලා    සෝ    ඌ දේශපාලනේට එනවා,0
529,කස්ටිය සැහෙන්න කලබල වෙලා,0
530,එයත් කෙලවගන්න හදන්නේ,0
531,තනිකර අව්ස්තාවාදියෙක් සංගා,1
532,රටහදන්න කලින් සංගාට තියෙන්නෙ විනාශ කරපු ක් රිකට් හදන්න රට මහින්ද ගෝඨා ඇතුලු දේශප් රේමීන් බලාගනි,0
533,අපෝ ගොන් දේසපාලෙනට ආවොත් ඔය තියන තැනත් නැතිවෙයි,0
534,අර ලංකාවේ ණය දවසින් ගෙවන මෑන්ට     මද විරාමයක් දෙන්නද     සංගා සමග නැගිටිමු       කියන්නේ,0
535,ඉංග් රීසි වලින්ම ලියලා තියෙන්නේ පිට රට මිනිස්සුන්ට වෙන්න ඇති කතා කරන්නේ රට හදන්න,0
536,ක් රිකට් ටීම් එක ට සාධාරණයක් කරන්න ඉස්සර වෙලා,0
537,මොකාට දන්නෙ නැ   එ පාර එන්න හද්න්නෙ,0
538,පල යන්න ගොනා එනවා මෙතන රට හදන්න සල්ලි වලට කහින උන්,1
539,සංගා    ඔය කියන එක හොරෙකුටවත් එකතු වෙන්න එපා   දෙන ගේමක් තනියම   අපි ඔබ සමගයි   ජයවේවා,0
540,මොන ලොඩ්ඩෙක් ද  මු අපේ කොල්ලො පරාද වෙන්නෙ මු කරපු බලු වැඩෙ නිසා මු සාල්ලි වලට පෙරේත යෙක්,1
541,අනේ නිකන් පලයන් සංගා යන්න,1
542,පුත්තලම් බුරුවෙක්ගේ voice එක record කරල ඇහුවනම් මීට වඩා දාහෙන් සම්පතයි,1
543,අනෙපලඩො උබ හදනරට එන්නෙ මොකාටද කියලාදන්නවා උබට දෙන්නැචන්ද,1
544,අපි මහින්ද සමග පෙරට,0
545,ක් රිකට් ගහල ඉවරනම් ගෙදරට වෙලා ඉදපන් බන් බෙරිවද නොකර,1
546,ඔයාටත් දෙයියන්ගේ පිහිට යි,0
547,rata hadanna kalin buddha සංස්කෘතියට අනුගත වෙලා ඉන්න,0
548,මනුස්සකම නොදන්න ඔයාට වඩා චතුර හොදයි තව බන්,0
549,උබට තිබුනේ මහත්තයෝ එදා උබේ නංගි මරපු උන්ගෙන් පලිගත්ත දවසේ ආයි පොලිසියට බාර නොවී ඉන්න,0
550,ලංකාව හරිම ලස්සන සුන්දර මිනිස්සු ඉන්න රටක් කිවුවේ කවුද බන්   අවුරුදු ගාණක් හිරේ ඉදලා එලියට ඇවිත් පන්සලකට වෙලා ජීවත් උන ඒ ජීවිතේ ආයෙත් අර අපායටම ඇදලා දැන්මා,0
551,ඔයිට වඩා ලොකු හොරකම් කරලා ඔප්පු වෙලා නිදැල්ලේ ඉන්න මිනිස්සු ඕන තරම් ඉද්දි නොකල වරදලට දඩුවම් විදින්න උනා   මේ රටේ ඉපදුන අපි තරම් පව් කාරයො වෙන මොන රටකවත් නෑ   පොඩි කලේ පොත් වල ඉගැන්නුව ඉන්දියන් සාගරයේ මුතු ඇටය අම්මලා තාත්තලා අපිට කියා දුන්න ලෝකෙන් උතුම් රටද මේ,0
552,මතු ආත්මෙක කිසිම දිනම මේ වගේ රටක ඉපදෙන්නට කවදාවත් ප් රාර්ථනා කරන්නේ නෑ,0
553,ඇත්ත කිව්වොත් ඇතුලෙ  මරපු මන්ත් රී ගෙ පුතෙක් දැන් ඇමති කෙනෙක් කිව්ව නේද  tv දෙරණ පෙනි සිටින්ඩ මේ අසරනය වෙනුවෙන්,0
